username,created_at,full_text,cleaned,case_fold,token,stop,lemmatized,Sentiment_Label
PBudisusilo,Sun May 12 23:05:31 +0000 2024,@DokterTifa Berpikirnya yang panjang &amp; lebar jadi bisa luas. Besok kalo IKN sudah jadi seperti Jakarta pasti pada berbondong -bondong ke sana ........, Berpikirnya yang panjang amp lebar jadi bisa luas Besok kalo IKN sudah jadi seperti Jakarta pasti pada berbondong bondong ke sana ,berpikirnya yang panjang amp lebar jadi bisa luas besok kalo ikn sudah jadi seperti jakarta pasti pada berbondong bondong ke sana,"['berpikirnya', 'yang', 'panjang', 'amp', 'lebar', 'jadi', 'bisa', 'luas', 'besok', 'kalo', 'ikn', 'sudah', 'jadi', 'seperti', 'jakarta', 'pasti', 'pada', 'berbondong', 'bondong', 'ke', 'sana']","['berpikirnya', 'amp', 'lebar', 'luas', 'besok', 'kalo', 'ikn', 'jakarta', 'berbondong', 'bondong']","['berpikirnya', 'amp', 'lebar', 'luas', 'besok', 'kalo', 'ikn', 'jakarta', 'berbondong', 'bondong']",Neutral
lanang2019,Sun May 12 23:02:39 +0000 2024,@DokterTifa Sebaiknya biar adil IKN ditempati Presiden Jokowi Dan Wapres Gibran Dan DKI Jakarta ditempati Presiden Prabowo.... kami ikhlas..., Sebaiknya biar adil IKN ditempati Presiden Jokowi Dan Wapres Gibran Dan DKI Jakarta ditempati Presiden Prabowo kami ikhlas,sebaiknya biar adil ikn ditempati presiden jokowi dan wapres gibran dan dki jakarta ditempati presiden prabowo kami ikhlas,"['sebaiknya', 'biar', 'adil', 'ikn', 'ditempati', 'presiden', 'jokowi', 'dan', 'wapres', 'gibran', 'dan', 'dki', 'jakarta', 'ditempati', 'presiden', 'prabowo', 'kami', 'ikhlas']","['biar', 'adil', 'ikn', 'ditempati', 'presiden', 'jokowi', 'wapres', 'gibran', 'dki', 'jakarta', 'ditempati', 'presiden', 'prabowo', 'ikhlas']","['biar', 'adil', 'ikn', 'ditempati', 'presiden', 'jokowi', 'wapres', 'gibran', 'dki', 'jakarta', 'ditempati', 'presiden', 'prabowo', 'ikhlas']",Neutral
Goyobodl88140,Sun May 12 23:02:15 +0000 2024,@DokterTifa Ya buat kitalah rkyt smesta mari kitq brduyun duyun pindah ke IKN, Ya buat kitalah rkyt smesta mari kitq brduyun duyun pindah ke IKN,ya buat kitalah rkyt smesta mari kitq brduyun duyun pindah ke ikn,"['ya', 'buat', 'kitalah', 'rkyt', 'smesta', 'mari', 'kitq', 'brduyun', 'duyun', 'pindah', 'ke', 'ikn']","['ya', 'rkyt', 'smesta', 'mari', 'kitq', 'brduyun', 'duyun', 'pindah', 'ikn']","['ya', 'rkyt', 'smesta', 'mari', 'kitq', 'brduyun', 'duyun', 'pindah', 'ikn']",Neutral
EnyaknyeAnaknye,Sun May 12 22:59:10 +0000 2024,@DokterTifa Embuh wes dalem nggih bingung Dok masalahe dalem piambah yo moh ten IKN awet cilik neng Jakarta yo wis betah neng Jakarta , Embuh wes dalem nggih bingung Dok masalahe dalem piambah yo moh ten IKN awet cilik neng Jakarta yo wis betah neng Jakarta ,embuh wes dalem nggih bingung dok masalahe dalem piambah yo moh ten ikn awet cilik neng jakarta yo wis betah neng jakarta,"['embuh', 'wes', 'dalem', 'nggih', 'bingung', 'dok', 'masalahe', 'dalem', 'piambah', 'yo', 'moh', 'ten', 'ikn', 'awet', 'cilik', 'neng', 'jakarta', 'yo', 'wis', 'betah', 'neng', 'jakarta']","['embuh', 'wes', 'dalem', 'nggih', 'bingung', 'dok', 'masalahe', 'dalem', 'piambah', 'yo', 'moh', 'ten', 'ikn', 'awet', 'cilik', 'neng', 'jakarta', 'yo', 'wis', 'betah', 'neng', 'jakarta']","['embuh', 'wes', 'dalem', 'nggih', 'bingung', 'dok', 'masalahe', 'dalem', 'piambah', 'yo', 'moh', 'ten', 'ikn', 'awet', 'cilik', 'neng', 'jakarta', 'yo', 'wi', 'betah', 'neng', 'jakarta']",Neutral
luchitasoe,Sun May 12 22:56:18 +0000 2024,@DokterTifa Terjawab kl IKN dibangun bkn utk RI tp utk cina2. Pdhl udh ngebabat hutan tropis yg jd paru2 dunia udh gusur n rampas tanah rakyat. Jadi rakyat dipaksa berkorban utk cina2 itu. Rezim t 4 1 |&lt;., Terjawab kl IKN dibangun bkn utk RI tp utk cina2 Pdhl udh ngebabat hutan tropis yg jd paru2 dunia udh gusur n rampas tanah rakyat Jadi rakyat dipaksa berkorban utk cina2 itu Rezim t 4 1 lt,terjawab kl ikn dibangun bkn utk ri tp utk cina pdhl udh ngebabat hutan tropis yg jd paru dunia udh gusur n rampas tanah rakyat jadi rakyat dipaksa berkorban utk cina itu rezim t lt,"['terjawab', 'kl', 'ikn', 'dibangun', 'bkn', 'utk', 'ri', 'tp', 'utk', 'cina', 'pdhl', 'udh', 'ngebabat', 'hutan', 'tropis', 'yg', 'jd', 'paru', 'dunia', 'udh', 'gusur', 'n', 'rampas', 'tanah', 'rakyat', 'jadi', 'rakyat', 'dipaksa', 'berkorban', 'utk', 'cina', 'itu', 'rezim', 't', 'lt']","['terjawab', 'kl', 'ikn', 'dibangun', 'bkn', 'utk', 'ri', 'tp', 'utk', 'cina', 'pdhl', 'udh', 'ngebabat', 'hutan', 'tropis', 'yg', 'jd', 'paru', 'dunia', 'udh', 'gusur', 'n', 'rampas', 'tanah', 'rakyat', 'rakyat', 'dipaksa', 'berkorban', 'utk', 'cina', 'rezim', 't', 'lt']","['terjawab', 'kl', 'ikn', 'dibangun', 'bkn', 'utk', 'ri', 'tp', 'utk', 'cina', 'pdhl', 'udh', 'ngebabat', 'hutan', 'tropis', 'yg', 'jd', 'paru', 'dunia', 'udh', 'gusur', 'n', 'rampas', 'tanah', 'rakyat', 'rakyat', 'dipaksa', 'berkorban', 'utk', 'cina', 'rezim', 't', 'lt']",Neutral
KujangKang,Sun May 12 22:52:17 +0000 2024,@DokterTifa Kita liatin aja Bu dokter..kiprahnya orang2 ngasal ini yg cuma mau jadi kacungnya Tiongkok...sungguh tepat sekali yg dikatakan Anies bahwa IKN digagas tidak berdasarkan kebutuhan rakyat Indonesia tapi mengikuti kemauan Aseng dan asing...Selamat berpusing ria...., Kita liatin aja Bu dokterkiprahnya orang2 ngasal ini yg cuma mau jadi kacungnya Tiongkoksungguh tepat sekali yg dikatakan Anies bahwa IKN digagas tidak berdasarkan kebutuhan rakyat Indonesia tapi mengikuti kemauan Aseng dan asingSelamat berpusing ria,kita liatin aja bu dokterkiprahnya orang ngasal ini yg cuma mau jadi kacungnya tiongkoksungguh tepat sekali yg dikatakan anies bahwa ikn digagas tidak berdasarkan kebutuhan rakyat indonesia tapi mengikuti kemauan aseng dan asingselamat berpusing ria,"['kita', 'liatin', 'aja', 'bu', 'dokterkiprahnya', 'orang', 'ngasal', 'ini', 'yg', 'cuma', 'mau', 'jadi', 'kacungnya', 'tiongkoksungguh', 'tepat', 'sekali', 'yg', 'dikatakan', 'anies', 'bahwa', 'ikn', 'digagas', 'tidak', 'berdasarkan', 'kebutuhan', 'rakyat', 'indonesia', 'tapi', 'mengikuti', 'kemauan', 'aseng', 'dan', 'asingselamat', 'berpusing', 'ria']","['liatin', 'aja', 'bu', 'dokterkiprahnya', 'orang', 'ngasal', 'yg', 'kacungnya', 'tiongkoksungguh', 'yg', 'anies', 'ikn', 'digagas', 'berdasarkan', 'kebutuhan', 'rakyat', 'indonesia', 'mengikuti', 'kemauan', 'aseng', 'asingselamat', 'berpusing', 'ria']","['liatin', 'aja', 'bu', 'dokterkiprahnya', 'orang', 'ngasal', 'yg', 'kacungnya', 'tiongkoksungguh', 'yg', 'anies', 'ikn', 'digagas', 'berdasarkan', 'kebutuhan', 'rakyat', 'indonesia', 'mengikuti', 'kemauan', 'aseng', 'asingselamat', 'berpusing', 'ria']",Neutral
SitumeangMuller,Sun May 12 22:50:32 +0000 2024,@DonyIra45939737 @DokterTifa Emang nya kalimantan lokasi IKN bukan wilayah indonesia yea dan penduduk nya bkn warga indonesia jg !!!,  Emang nya kalimantan lokasi IKN bukan wilayah indonesia yea dan penduduk nya bkn warga indonesia jg ,emang nya kalimantan lokasi ikn bukan wilayah indonesia yea dan penduduk nya bkn warga indonesia jg,"['emang', 'nya', 'kalimantan', 'lokasi', 'ikn', 'bukan', 'wilayah', 'indonesia', 'yea', 'dan', 'penduduk', 'nya', 'bkn', 'warga', 'indonesia', 'jg']","['emang', 'nya', 'kalimantan', 'lokasi', 'ikn', 'wilayah', 'indonesia', 'yea', 'penduduk', 'nya', 'bkn', 'warga', 'indonesia', 'jg']","['emang', 'nya', 'kalimantan', 'lokasi', 'ikn', 'wilayah', 'indonesia', 'yea', 'penduduk', 'nya', 'bkn', 'warga', 'indonesia', 'jg']",Neutral
RajabHelmi,Sun May 12 22:46:56 +0000 2024,Kaya nya wakil yg mau tinggal di IKN bpke yg ngotot bangun anake yg tinggalin,Kaya nya wakil yg mau tinggal di IKN bpke yg ngotot bangun anake yg tinggalin,kaya nya wakil yg mau tinggal di ikn bpke yg ngotot bangun anake yg tinggalin,"['kaya', 'nya', 'wakil', 'yg', 'mau', 'tinggal', 'di', 'ikn', 'bpke', 'yg', 'ngotot', 'bangun', 'anake', 'yg', 'tinggalin']","['kaya', 'nya', 'wakil', 'yg', 'tinggal', 'ikn', 'bpke', 'yg', 'ngotot', 'bangun', 'anake', 'yg', 'tinggalin']","['kaya', 'nya', 'wakil', 'yg', 'tinggal', 'ikn', 'bpke', 'yg', 'ngotot', 'bangun', 'anake', 'yg', 'tinggalin']",Neutral
enggakbotak,Sun May 12 22:45:09 +0000 2024,@maswisnulele fall in love with pembangunan IKN, fall in love with pembangunan IKN,fall in love with pembangunan ikn,"['fall', 'in', 'love', 'with', 'pembangunan', 'ikn']","['fall', 'in', 'love', 'with', 'pembangunan', 'ikn']","['fall', 'in', 'love', 'with', 'pembangunan', 'ikn']",Neutral
edynatasya06,Sun May 12 22:43:28 +0000 2024,@DokterTifa Ke IKN khusus untuk PNS biardiluar jam kerja engk kemana 2....klo di kota2 besarkan diluar jam kerja entah ke mall atau ongki 2 tempat ngopi...., Ke IKN khusus untuk PNS biardiluar jam kerja engk kemana 2klo di kota2 besarkan diluar jam kerja entah ke mall atau ongki 2 tempat ngopi,ke ikn khusus untuk pns biardiluar jam kerja engk kemana klo di kota besarkan diluar jam kerja entah ke mall atau ongki tempat ngopi,"['ke', 'ikn', 'khusus', 'untuk', 'pns', 'biardiluar', 'jam', 'kerja', 'engk', 'kemana', 'klo', 'di', 'kota', 'besarkan', 'diluar', 'jam', 'kerja', 'entah', 'ke', 'mall', 'atau', 'ongki', 'tempat', 'ngopi']","['ikn', 'khusus', 'pns', 'biardiluar', 'jam', 'kerja', 'engk', 'kemana', 'klo', 'kota', 'besarkan', 'diluar', 'jam', 'kerja', 'mall', 'ongki', 'ngopi']","['ikn', 'khusus', 'pns', 'biardiluar', 'jam', 'kerja', 'engk', 'kemana', 'klo', 'kota', 'besarkan', 'diluar', 'jam', 'kerja', 'mall', 'ongki', 'ngopi']",Neutral
aryagiant1,Sun May 12 22:03:50 +0000 2024,@DokterTifa IKN buat si samsul ketum psi serta anak dan cucu serta cicitnya si joko ... Kurang enak mana hidup jadi RAJA di KONOHA, IKN buat si samsul ketum psi serta anak dan cucu serta cicitnya si joko  Kurang enak mana hidup jadi RAJA di KONOHA,ikn buat si samsul ketum psi serta anak dan cucu serta cicitnya si joko kurang enak mana hidup jadi raja di konoha,"['ikn', 'buat', 'si', 'samsul', 'ketum', 'psi', 'serta', 'anak', 'dan', 'cucu', 'serta', 'cicitnya', 'si', 'joko', 'kurang', 'enak', 'mana', 'hidup', 'jadi', 'raja', 'di', 'konoha']","['ikn', 'si', 'samsul', 'ketum', 'psi', 'anak', 'cucu', 'cicitnya', 'si', 'joko', 'enak', 'hidup', 'raja', 'konoha']","['ikn', 'si', 'samsul', 'ketum', 'psi', 'anak', 'cucu', 'cicitnya', 'si', 'joko', 'enak', 'hidup', 'raja', 'konoha']",Neutral
mustari1606,Sun May 12 22:01:33 +0000 2024,@DokterTifa Gibran aja yg tinggal d IKN, Gibran aja yg tinggal d IKN,gibran aja yg tinggal d ikn,"['gibran', 'aja', 'yg', 'tinggal', 'd', 'ikn']","['gibran', 'aja', 'yg', 'tinggal', 'd', 'ikn']","['gibran', 'aja', 'yg', 'tinggal', 'd', 'ikn']",Neutral
RadioElshinta,Sun May 12 22:00:01 +0000 2024,Gua Tapak Raja jadi unggulan DTW IKN https://t.co/EOP4bBSce2,Gua Tapak Raja jadi unggulan DTW IKN ,gua tapak raja jadi unggulan dtw ikn,"['gua', 'tapak', 'raja', 'jadi', 'unggulan', 'dtw', 'ikn']","['gua', 'tapak', 'raja', 'unggulan', 'dtw', 'ikn']","['gua', 'tapak', 'raja', 'unggulan', 'dtw', 'ikn']",Neutral
Supriya63837034,Sun May 12 21:58:21 +0000 2024,@MartinusButarb1 @aniesbaswedan Saya s7 jika PS setuju dengan ide² perubahan termasuk membatalkan IKN dan yg penting si samsul dijadikan pajangan pigora aja ...he he.....!,  Saya s7 jika PS setuju dengan ide² perubahan termasuk membatalkan IKN dan yg penting si samsul dijadikan pajangan pigora aja he he,saya s jika ps setuju dengan ide perubahan termasuk membatalkan ikn dan yg penting si samsul dijadikan pajangan pigora aja he he,"['saya', 's', 'jika', 'ps', 'setuju', 'dengan', 'ide', 'perubahan', 'termasuk', 'membatalkan', 'ikn', 'dan', 'yg', 'penting', 'si', 'samsul', 'dijadikan', 'pajangan', 'pigora', 'aja', 'he', 'he']","['s', 'ps', 'setuju', 'ide', 'perubahan', 'membatalkan', 'ikn', 'yg', 'si', 'samsul', 'dijadikan', 'pajangan', 'pigora', 'aja', 'he', 'he']","['s', 'p', 'setuju', 'ide', 'perubahan', 'membatalkan', 'ikn', 'yg', 'si', 'samsul', 'dijadikan', 'pajangan', 'pigora', 'aja', 'he', 'he']",Neutral
xxz223j,Sun May 12 21:53:50 +0000 2024,IKN sebenarnya untuk siapa sih jok?,IKN sebenarnya untuk siapa sih jok,ikn sebenarnya untuk siapa sih jok,"['ikn', 'sebenarnya', 'untuk', 'siapa', 'sih', 'jok']","['ikn', 'sih', 'jok']","['ikn', 'sih', 'jok']",Neutral
BudhiPrabowo7,Sun May 12 21:50:17 +0000 2024,@gilang_ahm31272 Cocok. Nanti Samsul akan bisa main presiden-presidenan disana rakyatnya penduduk IKN saja. Photonya juga hanya dipasang di kantor &amp; sekolah yg ada di IKN saja., Cocok Nanti Samsul akan bisa main presidenpresidenan disana rakyatnya penduduk IKN saja Photonya juga hanya dipasang di kantor amp sekolah yg ada di IKN saja,cocok nanti samsul akan bisa main presidenpresidenan disana rakyatnya penduduk ikn saja photonya juga hanya dipasang di kantor amp sekolah yg ada di ikn saja,"['cocok', 'nanti', 'samsul', 'akan', 'bisa', 'main', 'presidenpresidenan', 'disana', 'rakyatnya', 'penduduk', 'ikn', 'saja', 'photonya', 'juga', 'hanya', 'dipasang', 'di', 'kantor', 'amp', 'sekolah', 'yg', 'ada', 'di', 'ikn', 'saja']","['cocok', 'samsul', 'main', 'presidenpresidenan', 'disana', 'rakyatnya', 'penduduk', 'ikn', 'photonya', 'dipasang', 'kantor', 'amp', 'sekolah', 'yg', 'ikn']","['cocok', 'samsul', 'main', 'presidenpresidenan', 'disana', 'rakyatnya', 'penduduk', 'ikn', 'photonya', 'dipasang', 'kantor', 'amp', 'sekolah', 'yg', 'ikn']",Neutral
Jerukni01528287,Sun May 12 21:38:36 +0000 2024,@H4T14K4LN4L42 @BillGates @elonmusk Oh ya bangun IKN aja cuma 470 T. Masak rumah kek gitu lebih mahal dari istana presiden + rumah2 menteri + rumah2 ASN + jalan + kantor2 di IKN ? ,   Oh ya bangun IKN aja cuma 470 T Masak rumah kek gitu lebih mahal dari istana presiden  rumah2 menteri  rumah2 ASN  jalan  kantor2 di IKN  ,oh ya bangun ikn aja cuma t masak rumah kek gitu lebih mahal dari istana presiden rumah menteri rumah asn jalan kantor di ikn,"['oh', 'ya', 'bangun', 'ikn', 'aja', 'cuma', 't', 'masak', 'rumah', 'kek', 'gitu', 'lebih', 'mahal', 'dari', 'istana', 'presiden', 'rumah', 'menteri', 'rumah', 'asn', 'jalan', 'kantor', 'di', 'ikn']","['oh', 'ya', 'bangun', 'ikn', 'aja', 't', 'masak', 'rumah', 'kek', 'gitu', 'mahal', 'istana', 'presiden', 'rumah', 'menteri', 'rumah', 'asn', 'jalan', 'kantor', 'ikn']","['oh', 'ya', 'bangun', 'ikn', 'aja', 't', 'masak', 'rumah', 'kek', 'gitu', 'mahal', 'istana', 'presiden', 'rumah', 'menteri', 'rumah', 'asn', 'jalan', 'kantor', 'ikn']",Neutral
sociotalker,Sun May 12 21:32:24 +0000 2024,@iknnewsantara eh ada buzzer ikn.....buzzer yg gak percaya pendidikan bisa memajukan bangsa, eh ada buzzer iknbuzzer yg gak percaya pendidikan bisa memajukan bangsa,eh ada buzzer iknbuzzer yg gak percaya pendidikan bisa memajukan bangsa,"['eh', 'ada', 'buzzer', 'iknbuzzer', 'yg', 'gak', 'percaya', 'pendidikan', 'bisa', 'memajukan', 'bangsa']","['eh', 'buzzer', 'iknbuzzer', 'yg', 'gak', 'percaya', 'pendidikan', 'memajukan', 'bangsa']","['eh', 'buzzer', 'iknbuzzer', 'yg', 'gak', 'percaya', 'pendidikan', 'memajukan', 'bangsa']",Neutral
FashionIin,Sun May 12 21:17:29 +0000 2024,@MsElva10530471 @cukSJWcuk @DedynurPalakka @jokowi IKN tetap akan diselesaikan TAPI NANTI AJA GAK PERLU TERGESA BUKAN HAL MENDESAK,    IKN tetap akan diselesaikan TAPI NANTI AJA GAK PERLU TERGESA BUKAN HAL MENDESAK,ikn tetap akan diselesaikan tapi nanti aja gak perlu tergesa bukan hal mendesak,"['ikn', 'tetap', 'akan', 'diselesaikan', 'tapi', 'nanti', 'aja', 'gak', 'perlu', 'tergesa', 'bukan', 'hal', 'mendesak']","['ikn', 'diselesaikan', 'aja', 'gak', 'tergesa', 'mendesak']","['ikn', 'diselesaikan', 'aja', 'gak', 'tergesa', 'mendesak']",Neutral
KenzoBaruki,Sun May 12 21:11:51 +0000 2024,@DokterTifa Sudah wajar klu yg merintis bangun IKN harusnya berani menikmati masa pensiunnya tinggal di IKN sambil tiap mggu bisa pantau kemajuan pembangunan nya dong, Sudah wajar klu yg merintis bangun IKN harusnya berani menikmati masa pensiunnya tinggal di IKN sambil tiap mggu bisa pantau kemajuan pembangunan nya dong,sudah wajar klu yg merintis bangun ikn harusnya berani menikmati masa pensiunnya tinggal di ikn sambil tiap mggu bisa pantau kemajuan pembangunan nya dong,"['sudah', 'wajar', 'klu', 'yg', 'merintis', 'bangun', 'ikn', 'harusnya', 'berani', 'menikmati', 'masa', 'pensiunnya', 'tinggal', 'di', 'ikn', 'sambil', 'tiap', 'mggu', 'bisa', 'pantau', 'kemajuan', 'pembangunan', 'nya', 'dong']","['wajar', 'klu', 'yg', 'merintis', 'bangun', 'ikn', 'berani', 'menikmati', 'pensiunnya', 'tinggal', 'ikn', 'mggu', 'pantau', 'kemajuan', 'pembangunan', 'nya']","['wajar', 'klu', 'yg', 'merintis', 'bangun', 'ikn', 'berani', 'menikmati', 'pensiunnya', 'tinggal', 'ikn', 'mggu', 'pantau', 'kemajuan', 'pembangunan', 'nya']",Neutral
komentatorau,Sun May 12 21:03:30 +0000 2024,@dustheria JANESH MAU KE IKN BENERAN?!?! , JANESH MAU KE IKN BENERAN ,janesh mau ke ikn beneran,"['janesh', 'mau', 'ke', 'ikn', 'beneran']","['janesh', 'ikn', 'beneran']","['janesh', 'ikn', 'beneran']",Neutral
pariwaraberikut,Sun May 12 20:22:27 +0000 2024,@FelixSGL1 @OmHan1992 @asmirzakovic paling deket sih ikn ya yg warganya akan termarjinalkan. tapi sy berdoa semoga jateng jatim jg cepet² kyk jabar &amp; terjadi urbanisasi masif,   paling deket sih ikn ya yg warganya akan termarjinalkan tapi sy berdoa semoga jateng jatim jg cepet² kyk jabar amp terjadi urbanisasi masif,paling deket sih ikn ya yg warganya akan termarjinalkan tapi sy berdoa semoga jateng jatim jg cepet kyk jabar amp terjadi urbanisasi masif,"['paling', 'deket', 'sih', 'ikn', 'ya', 'yg', 'warganya', 'akan', 'termarjinalkan', 'tapi', 'sy', 'berdoa', 'semoga', 'jateng', 'jatim', 'jg', 'cepet', 'kyk', 'jabar', 'amp', 'terjadi', 'urbanisasi', 'masif']","['deket', 'sih', 'ikn', 'ya', 'yg', 'warganya', 'termarjinalkan', 'sy', 'berdoa', 'semoga', 'jateng', 'jatim', 'jg', 'cepet', 'kyk', 'jabar', 'amp', 'urbanisasi', 'masif']","['deket', 'sih', 'ikn', 'ya', 'yg', 'warganya', 'termarjinalkan', 'sy', 'berdoa', 'semoga', 'jateng', 'jatim', 'jg', 'cepet', 'kyk', 'jabar', 'amp', 'urbanisasi', 'masif']",Neutral
Ex_TKI,Sun May 12 20:19:06 +0000 2024,@DokterTifa Duit APBN harusnya bisa dipake ke yg lebih manfaat untuk kesejahteraan rakyat Indonesia malah buat bangun IKN yg super eksklusif dan bukan tempatnya orang miskin padahal mayoritas penduduk Indonesia miskin lah terus dibangun buat siapa dong ??, Duit APBN harusnya bisa dipake ke yg lebih manfaat untuk kesejahteraan rakyat Indonesia malah buat bangun IKN yg super eksklusif dan bukan tempatnya orang miskin padahal mayoritas penduduk Indonesia miskin lah terus dibangun buat siapa dong ,duit apbn harusnya bisa dipake ke yg lebih manfaat untuk kesejahteraan rakyat indonesia malah buat bangun ikn yg super eksklusif dan bukan tempatnya orang miskin padahal mayoritas penduduk indonesia miskin lah terus dibangun buat siapa dong,"['duit', 'apbn', 'harusnya', 'bisa', 'dipake', 'ke', 'yg', 'lebih', 'manfaat', 'untuk', 'kesejahteraan', 'rakyat', 'indonesia', 'malah', 'buat', 'bangun', 'ikn', 'yg', 'super', 'eksklusif', 'dan', 'bukan', 'tempatnya', 'orang', 'miskin', 'padahal', 'mayoritas', 'penduduk', 'indonesia', 'miskin', 'lah', 'terus', 'dibangun', 'buat', 'siapa', 'dong']","['duit', 'apbn', 'dipake', 'yg', 'manfaat', 'kesejahteraan', 'rakyat', 'indonesia', 'bangun', 'ikn', 'yg', 'super', 'eksklusif', 'tempatnya', 'orang', 'miskin', 'mayoritas', 'penduduk', 'indonesia', 'miskin', 'dibangun']","['duit', 'apbn', 'dipake', 'yg', 'manfaat', 'kesejahteraan', 'rakyat', 'indonesia', 'bangun', 'ikn', 'yg', 'super', 'eksklusif', 'tempatnya', 'orang', 'miskin', 'mayoritas', 'penduduk', 'indonesia', 'miskin', 'dibangun']",Neutral
MadechanS,Sun May 12 18:26:19 +0000 2024,@DokterTifa Kata Jokowi bahwa peringatan 17 Agustus 2024 katanya akan diselenggarakan di Istana Presiden yang baru di IKN apa benar ?, Kata Jokowi bahwa peringatan 17 Agustus 2024 katanya akan diselenggarakan di Istana Presiden yang baru di IKN apa benar ,kata jokowi bahwa peringatan agustus katanya akan diselenggarakan di istana presiden yang baru di ikn apa benar,"['kata', 'jokowi', 'bahwa', 'peringatan', 'agustus', 'katanya', 'akan', 'diselenggarakan', 'di', 'istana', 'presiden', 'yang', 'baru', 'di', 'ikn', 'apa', 'benar']","['jokowi', 'peringatan', 'agustus', 'diselenggarakan', 'istana', 'presiden', 'ikn']","['jokowi', 'peringatan', 'agustus', 'diselenggarakan', 'istana', 'presiden', 'ikn']",Neutral
deer_wi,Sun May 12 18:13:43 +0000 2024,@Catatan_ali7 Lah bjir kalimantan banyak emasnya tp org Singapore suruh masuk ke ikn konyol bat, Lah bjir kalimantan banyak emasnya tp org Singapore suruh masuk ke ikn konyol bat,lah bjir kalimantan banyak emasnya tp org singapore suruh masuk ke ikn konyol bat,"['lah', 'bjir', 'kalimantan', 'banyak', 'emasnya', 'tp', 'org', 'singapore', 'suruh', 'masuk', 'ke', 'ikn', 'konyol', 'bat']","['bjir', 'kalimantan', 'emasnya', 'tp', 'org', 'singapore', 'suruh', 'masuk', 'ikn', 'konyol', 'bat']","['bjir', 'kalimantan', 'emasnya', 'tp', 'org', 'singapore', 'suruh', 'masuk', 'ikn', 'konyol', 'bat']",Neutral
OktavianaAnton,Sun May 12 18:06:33 +0000 2024,@YandraD31 Ikn cuacanya jauh lbih oanas ikn ketimbang jakarra namanya juga daerah garis khatulistiwa, Ikn cuacanya jauh lbih oanas ikn ketimbang jakarra namanya juga daerah garis khatulistiwa,ikn cuacanya jauh lbih oanas ikn ketimbang jakarra namanya juga daerah garis khatulistiwa,"['ikn', 'cuacanya', 'jauh', 'lbih', 'oanas', 'ikn', 'ketimbang', 'jakarra', 'namanya', 'juga', 'daerah', 'garis', 'khatulistiwa']","['ikn', 'cuacanya', 'lbih', 'oanas', 'ikn', 'ketimbang', 'jakarra', 'namanya', 'daerah', 'garis', 'khatulistiwa']","['ikn', 'cuacanya', 'lbih', 'oanas', 'ikn', 'ketimbang', 'jakarra', 'namanya', 'daerah', 'gari', 'khatulistiwa']",Neutral
endi_diseto,Sun May 12 18:02:34 +0000 2024,@detikcom Pemerintah sedang fokus bangun IKN, Pemerintah sedang fokus bangun IKN,pemerintah sedang fokus bangun ikn,"['pemerintah', 'sedang', 'fokus', 'bangun', 'ikn']","['pemerintah', 'fokus', 'bangun', 'ikn']","['pemerintah', 'fokus', 'bangun', 'ikn']",Neutral
RizaVT,Sun May 12 17:55:31 +0000 2024,@Chynthia_K Kegedean karep alias ngawang-awang mo nyenengin banyak warga dan tampak menyebar Nusantara tapi investor punya kalkulasi lain yaitu mending proyek yang dekat kekuasaan di mana pun itu: Jakarta atawa IKN, Kegedean karep alias ngawangawang mo nyenengin banyak warga dan tampak menyebar Nusantara tapi investor punya kalkulasi lain yaitu mending proyek yang dekat kekuasaan di mana pun itu Jakarta atawa IKN,kegedean karep alias ngawangawang mo nyenengin banyak warga dan tampak menyebar nusantara tapi investor punya kalkulasi lain yaitu mending proyek yang dekat kekuasaan di mana pun itu jakarta atawa ikn,"['kegedean', 'karep', 'alias', 'ngawangawang', 'mo', 'nyenengin', 'banyak', 'warga', 'dan', 'tampak', 'menyebar', 'nusantara', 'tapi', 'investor', 'punya', 'kalkulasi', 'lain', 'yaitu', 'mending', 'proyek', 'yang', 'dekat', 'kekuasaan', 'di', 'mana', 'pun', 'itu', 'jakarta', 'atawa', 'ikn']","['kegedean', 'karep', 'alias', 'ngawangawang', 'mo', 'nyenengin', 'warga', 'menyebar', 'nusantara', 'investor', 'kalkulasi', 'mending', 'proyek', 'kekuasaan', 'jakarta', 'atawa', 'ikn']","['kegedean', 'karep', 'alias', 'ngawangawang', 'mo', 'nyenengin', 'warga', 'menyebar', 'nusantara', 'investor', 'kalkulasi', 'mend', 'proyek', 'kekuasaan', 'jakarta', 'atawa', 'ikn']",Neutral
