username,created_at,full_text,cleaned,case_fold,token,stop,lemmatized,processed_text,Sentiment_Label
appletomdr,Sun May 12 15:06:03 +0000 2024,@detikcom 466 triliun daripada bikin IKN yg cuma buat aparat negara mending buat perbaiki yg begini begini jangankan jalan faskesnya juga dapet, 466 triliun daripada bikin IKN yg cuma buat aparat negara mending buat perbaiki yg begini begini jangankan jalan faskesnya juga dapet,triliun daripada bikin ikn yg cuma buat aparat negara mending buat perbaiki yg begini begini jangankan jalan faskesnya juga dapet,"['triliun', 'daripada', 'bikin', 'ikn', 'yg', 'cuma', 'buat', 'aparat', 'negara', 'mending', 'buat', 'perbaiki', 'yg', 'begini', 'begini', 'jangankan', 'jalan', 'faskesnya', 'juga', 'dapet']","['triliun', 'bikin', 'ikn', 'yg', 'aparat', 'negara', 'mending', 'perbaiki', 'yg', 'jalan', 'faskesnya', 'dapet']","['triliun', 'bikin', 'ikn', 'yg', 'aparat', 'negara', 'mend', 'perbaiki', 'yg', 'jalan', 'faskesnya', 'dapet']",diidietikecsamatadanom 466 trilikakakakakmssudtertawan diaripadiaa bikeidan ikedan yaang ckakakakakmuma bkakakakakmuat apaarat daiinigara medandiidang bkakakakakmuat perbaikei yaang begidaini begidaini ssajadanjkakakakakmuragadanakeadan ssajalahdan faskeesdainiyaa jkakakakakmuga diapaet,Neutral
andry_1l,Sun May 12 15:04:37 +0000 2024,Kenapa ya di tiktok itu jika kita ngekritik pemerintah bakal ada masyarakat yang ngebela pemerintah. Salah satu contoh: Waktu itu aku komen tentang IKN adalah proyek yang menghambur-hamburkan apbn (terkhusus di rumah mentri) lalu banyak netizen yang marah-marah ke aku‍,Kenapa ya di tiktok itu jika kita ngekritik pemerintah bakal ada masyarakat yang ngebela pemerintah Salah satu contoh Waktu itu aku komen tentang IKN adalah proyek yang menghamburhamburkan apbn terkhusus di rumah mentri lalu banyak netizen yang marahmarah ke aku‍,kenapa ya di tiktok itu jika kita ngekritik pemerintah bakal ada masyarakat yang ngebela pemerintah salah satu contoh waktu itu aku komen tentang ikn adalah proyek yang menghamburhamburkan apbn terkhusus di rumah mentri lalu banyak netizen yang marahmarah ke aku,"['kenapa', 'ya', 'di', 'tiktok', 'itu', 'jika', 'kita', 'ngekritik', 'pemerintah', 'bakal', 'ada', 'masyarakat', 'yang', 'ngebela', 'pemerintah', 'salah', 'satu', 'contoh', 'waktu', 'itu', 'aku', 'komen', 'tentang', 'ikn', 'adalah', 'proyek', 'yang', 'menghamburhamburkan', 'apbn', 'terkhusus', 'di', 'rumah', 'mentri', 'lalu', 'banyak', 'netizen', 'yang', 'marahmarah', 'ke', 'aku']","['ya', 'tiktok', 'ngekritik', 'pemerintah', 'masyarakat', 'ngebela', 'pemerintah', 'salah', 'contoh', 'komen', 'ikn', 'proyek', 'menghamburhamburkan', 'apbn', 'terkhusus', 'rumah', 'mentri', 'netizen', 'marahmarah']","['ya', 'tiktok', 'ngekritik', 'pemerintah', 'masyarakat', 'ngebela', 'pemerintah', 'salah', 'contoh', 'komen', 'ikn', 'proyek', 'menghamburhamburkan', 'apbn', 'terkhusus', 'rumah', 'mentri', 'netizen', 'marahmarah']",keedakenapaa iyaa dii tiketoke itkakakakakmu jikea keita dangekeritike pemeridantah bisasaiyaadangaal adiaa masiyaarssaiyaadangaat iyaadang dangebelah pemeridantah salahh satkakakakakmu codantoh wssaiyaadangatkakakakakmu itkakakakakmu ssaiyaadangdikekenal sebagaimu keomedan tedantadang ikedan adiaalahh profesionalyaeke iyaadang medanbegituertahkakakakakmuambkakakakakmur tertahkakakakakmuambkakakakakmurkeadan apabdan terkehkakakakakmuskakakakakmus dii barkakakakakmumah medantri lahlkakakakakmu badanyassaiyaadanga daiinitizedan iyaadang marah marah kee ssaiyaadangdikekenal sebagaimu,Negative
ecosocrights,Sun May 12 15:03:17 +0000 2024,Senin 13 Mei 09.30 - 11.30 diskusi membahas hasil kajian thd proyek ibu kota Nusantara (IKN) dan dampak sosiologisnya terhadap hak individu dan kelompok di wilayah Kalimantan Timur khususnya Penajam Paser Utara &amp; Kutai Kartanegara dari perspektif HAM. Hasil kajiannya menarik https://t.co/Rm48k6TNi3,Senin 13 Mei 0930  1130 diskusi membahas hasil kajian thd proyek ibu kota Nusantara IKN dan dampak sosiologisnya terhadap hak individu dan kelompok di wilayah Kalimantan Timur khususnya Penajam Paser Utara amp Kutai Kartanegara dari perspektif HAM Hasil kajiannya menarik ,senin mei diskusi membahas hasil kajian thd proyek ibu kota nusantara ikn dan dampak sosiologisnya terhadap hak individu dan kelompok di wilayah kalimantan timur khususnya penajam paser utara amp kutai kartanegara dari perspektif ham hasil kajiannya menarik,"['senin', 'mei', 'diskusi', 'membahas', 'hasil', 'kajian', 'thd', 'proyek', 'ibu', 'kota', 'nusantara', 'ikn', 'dan', 'dampak', 'sosiologisnya', 'terhadap', 'hak', 'individu', 'dan', 'kelompok', 'di', 'wilayah', 'kalimantan', 'timur', 'khususnya', 'penajam', 'paser', 'utara', 'amp', 'kutai', 'kartanegara', 'dari', 'perspektif', 'ham', 'hasil', 'kajiannya', 'menarik']","['senin', 'mei', 'diskusi', 'membahas', 'hasil', 'kajian', 'thd', 'proyek', 'kota', 'nusantara', 'ikn', 'dampak', 'sosiologisnya', 'hak', 'individu', 'kelompok', 'wilayah', 'kalimantan', 'timur', 'penajam', 'paser', 'utara', 'amp', 'kutai', 'kartanegara', 'perspektif', 'ham', 'hasil', 'kajiannya', 'menarik']","['senin', 'mei', 'diskusi', 'membahas', 'hasil', 'kajian', 'thd', 'proyek', 'kota', 'nusantara', 'ikn', 'dampak', 'sosiologisnya', 'hak', 'individu', 'kelompok', 'wilayah', 'kalimantan', 'timur', 'penajam', 'paser', 'utara', 'amp', 'kutai', 'kartanegara', 'perspektif', 'ham', 'hasil', 'kajiannya', 'menarik']",sedainidan 13 mei 09 30 11 30 diissepertiakakakakmusi membaktertahkakakakakmuas tertahkakakakakmuasil kesassajaiadan terhadapi profesionalyaeke ibkakakakakmu keota danakakakakakmusadanantia ikedan diadan diampssaiyaadanga sosiokakakakakmkakakakakmugisdainiyaa tertertahkakakakakmuadiaapa hssaiyaadanga idandiividikakakakakmu diadan keekakakakakmkakakakakmumpoke dii wilsaiyaadangah kealimadantadan timkakakakakmur kehkakakakakmuskakakakakmusayaaawarah daerahiniyaa pedansassajaam paser kakakakakmunantia amp sepertiakakakakmutai keartadaiinigara diari perspeketif tertahkakakakakmuam tertahkakakakakmuasil kesassajaiadatidakainiyaa medanarike httapis t colehrm48ke6tadiaini3,Neutral
ferrykoto,Sun May 12 15:02:44 +0000 2024,Jadi basis penilaian arek2 soal IKN itu apa ya? Memang paham maksud dan tujuan baik kebijakannya atau hanya memuja2 saja? Saat sdh beda pilihan di Pilpres langsung belok arah IKN nya jadi buruk saja. ,Jadi basis penilaian arek2 soal IKN itu apa ya Memang paham maksud dan tujuan baik kebijakannya atau hanya memuja2 saja Saat sdh beda pilihan di Pilpres langsung belok arah IKN nya jadi buruk saja ,jadi basis penilaian arek soal ikn itu apa ya memang paham maksud dan tujuan baik kebijakannya atau hanya memuja saja saat sdh beda pilihan di pilpres langsung belok arah ikn nya jadi buruk saja,"['jadi', 'basis', 'penilaian', 'arek', 'soal', 'ikn', 'itu', 'apa', 'ya', 'memang', 'paham', 'maksud', 'dan', 'tujuan', 'baik', 'kebijakannya', 'atau', 'hanya', 'memuja', 'saja', 'saat', 'sdh', 'beda', 'pilihan', 'di', 'pilpres', 'langsung', 'belok', 'arah', 'ikn', 'nya', 'jadi', 'buruk', 'saja']","['basis', 'penilaian', 'arek', 'ikn', 'ya', 'paham', 'maksud', 'tujuan', 'kebijakannya', 'memuja', 'sdh', 'beda', 'pilihan', 'pilpres', 'langsung', 'belok', 'arah', 'ikn', 'nya', 'buruk']","['basis', 'penilaian', 'arek', 'ikn', 'ya', 'paham', 'maksud', 'tujuan', 'kebijakannya', 'memuja', 'sdh', 'beda', 'pilihan', 'pilpres', 'langsung', 'belok', 'arah', 'ikn', 'nya', 'buruk']",ssajadiai basis pedainilahaiadan areplyake2 ikedan itkakakakakmu apaa iyaa memadang patertahkakakakakmuam mssaiyaadangaskakakakakmssudahai diadan tkakakakakmujkakakakakmuadan baike keebijssaiyaadangaadatidakainiyaa atahkakakakakmu tertahkakakakakmuadainiyaa memkakakakakmussaja2 ssassajaa sdih bedisiia tapailitertahkakakakakmuadan dii tapailkakakakakmupareplyas lahdangskakakakakmssudtertawang bekakakakakmkakakakakmuke arah ikedan dainiyaa ssajadiai bkakakakakmubarkakakakakmuke ssassajaa,Neutral
Baniadam25,Sun May 12 15:02:24 +0000 2024,@satriohendri @temponewsroom BENER GAK SIH.... IKN ITU TEMPAT NYA JIN BUANG ANAK...?? .,  BENER GAK SIH IKN ITU TEMPAT NYA JIN BUANG ANAK ,bener gak sih ikn itu tempat nya jin buang anak,"['bener', 'gak', 'sih', 'ikn', 'itu', 'tempat', 'nya', 'jin', 'buang', 'anak']","['bener', 'gak', 'sih', 'ikn', 'nya', 'jin', 'buang', 'anak']","['bener', 'gak', 'sih', 'ikn', 'nya', 'jin', 'buang', 'anak']",diisatriohedasendiri dihaitampodaiiniwsroom bedaiinir gssaiyaadanga sih ikedan itkakakakakmu dainiyaa jidan bkakakakakmuadang adanssaiyaadanga,Neutral
whoopscarr,Sun May 12 15:01:17 +0000 2024,@DokterTifa Gibran katanya ditugaskan di ikn , Gibran katanya ditugaskan di ikn ,gibran katanya ditugaskan di ikn,"['gibran', 'katanya', 'ditugaskan', 'di', 'ikn']","['gibran', 'ditugaskan', 'ikn']","['gibran', 'ditugaskan', 'ikn']",diidioketertifa gibabarkakakakakmuadan keatadainiyaa diitkakakakakmugaskeadan dii ikedan,Neutral
raditramasli,Sun May 12 15:01:14 +0000 2024,Kalo wowo funnel dari duit ikn ke militer sama transum mah gas sih,Kalo wowo funnel dari duit ikn ke militer sama transum mah gas sih,kalo wowo funnel dari duit ikn ke militer sama transum mah gas sih,"['kalo', 'wowo', 'funnel', 'dari', 'duit', 'ikn', 'ke', 'militer', 'sama', 'transum', 'mah', 'gas', 'sih']","['kalo', 'wowo', 'funnel', 'duit', 'ikn', 'militer', 'transum', 'mah', 'gas', 'sih']","['kalo', 'wowo', 'funnel', 'duit', 'ikn', 'militer', 'transum', 'mah', 'gas', 'sih']",kedikekenal sebagaimkakakakakmu wowo fkakakakakmssudtertawatidakiinil diari dikakakakakmuit ikedan kee militer ssama tradanskakakakakmum mah gas sih,Negative
TukangQc,Sun May 12 14:59:22 +0000 2024,@DokterTifa Hahahaha sepertinya ikn bakal jadi bangunan terbengkalai kedepannya, Hahahaha sepertinya ikn bakal jadi bangunan terbengkalai kedepannya,hahahaha sepertinya ikn bakal jadi bangunan terbengkalai kedepannya,"['hahahaha', 'sepertinya', 'ikn', 'bakal', 'jadi', 'bangunan', 'terbengkalai', 'kedepannya']","['hahahaha', 'ikn', 'bangunan', 'terbengkalai', 'kedepannya']","['hahahaha', 'ikn', 'bangunan', 'terbengkalai', 'kedepannya']",diidioketertifa htertahkakakakakmuatertahkakakakakmuatertahkakakakakmua sepertidainiyaa ikedan bisasaiyaadangaal ssajadiai badangkakakakakmssudtertawanadan terbedangkealahai keedisiiepadatidakainiyaa,Neutral
NinaOsie,Sun May 12 14:56:13 +0000 2024,@zy_zy_its_me @jokowi @adri_7i @ChallsOfrivia @mas_veel @xquitavee @AndriDesvi10785 @Yattie2023 @dika_maxelyou @VaniaKiara3002 kalau indonesia melesat nggk banyak yg miskin rakyatnya pada Makmur! loe nggk ngerasa? negara kita lagi berhutang banyak? and ntar lagi semua lahan2 indonesia di jadikan guarantynya utk di ambit SDA nya ntar di titip fee disana. contohnya IKN utk KKN.,          kalau indonesia melesat nggk banyak yg miskin rakyatnya pada Makmur loe nggk ngerasa negara kita lagi berhutang banyak and ntar lagi semua lahan2 indonesia di jadikan guarantynya utk di ambit SDA nya ntar di titip fee disana contohnya IKN utk KKN,kalau indonesia melesat nggk banyak yg miskin rakyatnya pada makmur loe nggk ngerasa negara kita lagi berhutang banyak and ntar lagi semua lahan indonesia di jadikan guarantynya utk di ambit sda nya ntar di titip fee disana contohnya ikn utk kkn,"['kalau', 'indonesia', 'melesat', 'nggk', 'banyak', 'yg', 'miskin', 'rakyatnya', 'pada', 'makmur', 'loe', 'nggk', 'ngerasa', 'negara', 'kita', 'lagi', 'berhutang', 'banyak', 'and', 'ntar', 'lagi', 'semua', 'lahan', 'indonesia', 'di', 'jadikan', 'guarantynya', 'utk', 'di', 'ambit', 'sda', 'nya', 'ntar', 'di', 'titip', 'fee', 'disana', 'contohnya', 'ikn', 'utk', 'kkn']","['indonesia', 'melesat', 'nggk', 'yg', 'miskin', 'rakyatnya', 'makmur', 'loe', 'nggk', 'ngerasa', 'negara', 'berhutang', 'and', 'ntar', 'lahan', 'indonesia', 'jadikan', 'guarantynya', 'utk', 'ambit', 'sda', 'nya', 'ntar', 'titip', 'fee', 'disana', 'contohnya', 'ikn', 'utk', 'kkn']","['indonesia', 'melesat', 'nggk', 'yg', 'miskin', 'rakyatnya', 'makmur', 'loe', 'nggk', 'ngerasa', 'negara', 'berhutang', 'and', 'ntar', 'lahan', 'indonesia', 'jadikan', 'guarantynya', 'utk', 'ambit', 'sda', 'nya', 'ntar', 'titip', 'fee', 'disana', 'contohnya', 'ikn', 'utk', 'kkn']",diizya_zya_ipenkakakakakmulangainis_me diijokeowi diiadiari_7i diictertahkakakakakmuallsofrivia diimas_veel diixqkakakakakmuitavee diiadasendiridiesvi10785 diiiyaattie2023 diidiikea_maxeliyadikekenal sebagaimu diivadainissaiyaadangaiara3002 kealahkakakakakmu idandiodaiinisia melesat danggke badanyassaiyaadanga yaang miskeidan rssaiyaadangsaiyaadangatadiainiyaa padiaa mssaiyaadangamkakakakakmur kakakakakmkakakakakmue danggke dangerasa daiinigara keita lahgi berhkakakakakmutadang badanyassaiyaadanga adandi dananti lahgi semkakakakakmua lahtertahkakakakakmuadan2 idandiodaiinisia dii ssajadiaikeadan saiyaaradantyadainiyaa kakakakakmuntuke dii ambit sdia dainiyaa dananti dii titip fee diisadana codantohadainiyaaa ikedan kakakakakmuntuke sepertiedan,Neutral
inversimedia,Sun May 12 14:55:55 +0000 2024,untuk memindahkan kantor ke IKN pada Juli 2024. Deputi Bidang Koordinasi Pertahanan Negara Kemenko Polhukam Laksda TNI Kisdiyanto menekankan pentingnya peningkatan pertahanan melalui koordinasi erat antara berbagai kementerian dan pihak terkait. #informasilintasgenerasi https://t.co/LeEv0OVkjY,untuk memindahkan kantor ke IKN pada Juli 2024 Deputi Bidang Koordinasi Pertahanan Negara Kemenko Polhukam Laksda TNI Kisdiyanto menekankan pentingnya peningkatan pertahanan melalui koordinasi erat antara berbagai kementerian dan pihak terkait  ,untuk memindahkan kantor ke ikn pada juli deputi bidang koordinasi pertahanan negara kemenko polhukam laksda tni kisdiyanto menekankan pentingnya peningkatan pertahanan melalui koordinasi erat antara berbagai kementerian dan pihak terkait,"['untuk', 'memindahkan', 'kantor', 'ke', 'ikn', 'pada', 'juli', 'deputi', 'bidang', 'koordinasi', 'pertahanan', 'negara', 'kemenko', 'polhukam', 'laksda', 'tni', 'kisdiyanto', 'menekankan', 'pentingnya', 'peningkatan', 'pertahanan', 'melalui', 'koordinasi', 'erat', 'antara', 'berbagai', 'kementerian', 'dan', 'pihak', 'terkait']","['memindahkan', 'kantor', 'ikn', 'juli', 'deputi', 'bidang', 'koordinasi', 'pertahanan', 'negara', 'kemenko', 'polhukam', 'laksda', 'tni', 'kisdiyanto', 'menekankan', 'peningkatan', 'pertahanan', 'koordinasi', 'erat', 'kementerian', 'terkait']","['memindahkan', 'kantor', 'ikn', 'juli', 'deputi', 'bidang', 'koordinasi', 'pertahanan', 'negara', 'kemenko', 'polhukam', 'laksda', 'tni', 'kisdiyanto', 'menekankan', 'peningkatan', 'pertahanan', 'koordinasi', 'erat', 'kementerian', 'terkait']",kakakakakmssudtertawantkakakakakmuke memidandiahkeadan keadantor kee ikedan padiaa jkakakakakmulangaini 2024 diepkakakakakmuti bidiadang keoordiidanasi pertatertahkakakakakmuadanadan daiinigara keemedanakeo ponlinehkakakakakmukeam lssaiyaadangasdia tadiaini keisdiiiyaadanto medaiinikeadanakeadan pedantidanbegidainiiyaa pedainidangkeatadan pertatertahkakakakakmuadanadan melahlkakakakakmui keoordiidanasi erat adanantia keemedanteriadan diadan tapaihssaiyaadanga terkeait idanformasilidantasgedaiinirasi httapis t colehleev0ovkejya,Neutral
daisyze_,Sun May 12 14:52:18 +0000 2024,IKN adalah tabungan bagi yang mau lengser. Entah dia akan digunakan atau enggak.,IKN adalah tabungan bagi yang mau lengser Entah dia akan digunakan atau enggak,ikn adalah tabungan bagi yang mau lengser entah dia akan digunakan atau enggak,"['ikn', 'adalah', 'tabungan', 'bagi', 'yang', 'mau', 'lengser', 'entah', 'dia', 'akan', 'digunakan', 'atau', 'enggak']","['ikn', 'tabungan', 'lengser']","['ikn', 'tabungan', 'lengser']",ikedan adiaalahh tabkakakakakmssudtertawanjkakakakakmuragadan iyaadang mdikekenal sebagaimu ledangser edantah diia ssaiyaadangaadan diigkakakakakmssudtertawanssaiyaadangaadan atahkakakakakmu edanggssaiyaadanga,Neutral
alyyyput,Sun May 12 14:50:21 +0000 2024,@susububuq @hldyttt ikn tu dmn,  ikn tu dmn,ikn tu dmn,"['ikn', 'tu', 'dmn']","['ikn', 'tu', 'dmn']","['ikn', 'tu', 'dmn']",diiskakakakakmuskakakakakmutidikakakakakmurq diihldiyattt ikedan tkakakakakmu dimdan,Neutral
Habakkuk2024,Sun May 12 14:48:34 +0000 2024,@rifa7ar @DokterTifa Untuk daftar isian proyek spy ada aliran dana. IKN itu paket lengkap disediakan tanah gedung juga lahan pertanian tp utk orang china yg akan bertani. Bukan transmigran tp imigran.,  Untuk daftar isian proyek spy ada aliran dana IKN itu paket lengkap disediakan tanah gedung juga lahan pertanian tp utk orang china yg akan bertani Bukan transmigran tp imigran,untuk daftar isian proyek spy ada aliran dana ikn itu paket lengkap disediakan tanah gedung juga lahan pertanian tp utk orang china yg akan bertani bukan transmigran tp imigran,"['untuk', 'daftar', 'isian', 'proyek', 'spy', 'ada', 'aliran', 'dana', 'ikn', 'itu', 'paket', 'lengkap', 'disediakan', 'tanah', 'gedung', 'juga', 'lahan', 'pertanian', 'tp', 'utk', 'orang', 'china', 'yg', 'akan', 'bertani', 'bukan', 'transmigran', 'tp', 'imigran']","['daftar', 'isian', 'proyek', 'spy', 'aliran', 'dana', 'ikn', 'paket', 'lengkap', 'disediakan', 'tanah', 'gedung', 'lahan', 'pertanian', 'tp', 'utk', 'orang', 'china', 'yg', 'bertani', 'transmigran', 'tp', 'imigran']","['daftar', 'isian', 'proyek', 'spy', 'aliran', 'dana', 'ikn', 'paket', 'lengkap', 'disediakan', 'tanah', 'gedung', 'lahan', 'pertanian', 'tp', 'utk', 'orang', 'china', 'yg', 'bertani', 'transmigran', 'tp', 'imigran']",diirifa7ar diidioketertifa kakakakakmssudtertawantkakakakakmuke diafnanti isiadan profesionalyaeke supayaa adiaa aliradan diadana ikedan itkakakakakmu pssaiyaadangaet ledangkeapa diisedisiiissaiyaadangaadan tadanah gedisiikakakakakmssudtertawang jkakakakakmuga lahtertahkakakakakmuadan pertadainiadan kakakakakmuntuke oradang chaidana yaang ssaiyaadangaadan bertadaini bkakakakakmukeadan tradansmigede rasaadan imigede rasaadan,Neutral
gentakharisma,Sun May 12 14:48:08 +0000 2024,Maaf IKN lebih penting,Maaf IKN lebih penting,maaf ikn lebih penting,"['maaf', 'ikn', 'lebih', 'penting']","['maaf', 'ikn']","['maaf', 'ikn']",maaf ikedan pedantidang,Neutral
esg_indonesia,Sun May 12 14:47:46 +0000 2024,Luhut Optimis Pembangunan IKN Capai 80 Persen pada Agustus 2024 #esgindonesia #esg https://t.co/QHrSqz7v8e,Luhut Optimis Pembangunan IKN Capai 80 Persen pada Agustus 2024   ,luhut optimis pembangunan ikn capai persen pada agustus,"['luhut', 'optimis', 'pembangunan', 'ikn', 'capai', 'persen', 'pada', 'agustus']","['luhut', 'optimis', 'pembangunan', 'ikn', 'capai', 'persen', 'agustus']","['luhut', 'optimis', 'pembangunan', 'ikn', 'capai', 'persen', 'agustus']",lkakakakakmuhkakakakakmut optimis pembakdangkakakakakmssudtertawanadan ikedan capaai 80 persedan padiaa agkakakakakmustkakakakakmus 2024 esgidandiodaiinisia esg httapis t colehqharisqz7v8e,Neutral
renkyloren28,Sun May 12 14:46:03 +0000 2024,@one_ted @detikcom Iya di IKN bang,  Iya di IKN bang,iya di ikn bang,"['iya', 'di', 'ikn', 'bang']","['iya', 'ikn', 'bang']","['iya', 'ikn', 'bang']",diiodaiini_tedisii diidietikecsamatadanom iiyaa dii ikedan badang,Neutral
FariF11737945,Sun May 12 14:43:58 +0000 2024,@habe39 @sosmedkeras lho..anda jangan pesimis kan kita bakal ada IKN yg bisa menaikkan SDM rakyat dan ada makan siang gratis yg bisa meningkatkan IQ rakyat... ,  lhoanda jangan pesimis kan kita bakal ada IKN yg bisa menaikkan SDM rakyat dan ada makan siang gratis yg bisa meningkatkan IQ rakyat ,lhoanda jangan pesimis kan kita bakal ada ikn yg bisa menaikkan sdm rakyat dan ada makan siang gratis yg bisa meningkatkan iq rakyat,"['lhoanda', 'jangan', 'pesimis', 'kan', 'kita', 'bakal', 'ada', 'ikn', 'yg', 'bisa', 'menaikkan', 'sdm', 'rakyat', 'dan', 'ada', 'makan', 'siang', 'gratis', 'yg', 'bisa', 'meningkatkan', 'iq', 'rakyat']","['lhoanda', 'pesimis', 'ikn', 'yg', 'menaikkan', 'sdm', 'rakyat', 'makan', 'siang', 'gratis', 'yg', 'meningkatkan', 'iq', 'rakyat']","['lhoanda', 'pesimis', 'ikn', 'yg', 'menaikkan', 'sdm', 'rakyat', 'makan', 'siang', 'gratis', 'yg', 'meningkatkan', 'iq', 'rakyat']",diitertahkakakakakmuabe39 diisosmedisiikeeras lho adandia ssajadanjkakakakakmuragadan pesimis keadan keita bisasaiyaadangaal adiaa ikedan yaang medanaisepertieadan sdim rssaiyaadangsaiyaadangat diadan adiaa mssaiyaadangaadan siadang gede rasaatis yaang medainidangkeatkeadan iq rssaiyaadangsaiyaadangat,Neutral
agusmibrahim,Sun May 12 14:42:58 +0000 2024,@ARSIPAJA udah mah PNS pada takut dipindahin ke IKN kini transportasi umum utama buat kerja malah dinaikan tarifnya demi program yg mereka takuti. miris jahat, udah mah PNS pada takut dipindahin ke IKN kini transportasi umum utama buat kerja malah dinaikan tarifnya demi program yg mereka takuti miris jahat,udah mah pns pada takut dipindahin ke ikn kini transportasi umum utama buat kerja malah dinaikan tarifnya demi program yg mereka takuti miris jahat,"['udah', 'mah', 'pns', 'pada', 'takut', 'dipindahin', 'ke', 'ikn', 'kini', 'transportasi', 'umum', 'utama', 'buat', 'kerja', 'malah', 'dinaikan', 'tarifnya', 'demi', 'program', 'yg', 'mereka', 'takuti', 'miris', 'jahat']","['udah', 'mah', 'pns', 'takut', 'dipindahin', 'ikn', 'transportasi', 'utama', 'kerja', 'dinaikan', 'tarifnya', 'program', 'yg', 'takuti', 'miris', 'jahat']","['udah', 'mah', 'pns', 'takut', 'dipindahin', 'ikn', 'transportasi', 'utama', 'kerja', 'dinaikan', 'tarifnya', 'program', 'yg', 'takuti', 'miri', 'jahat']",diiarsipsassajaa kakakakakmssudahaiah mah padaans padiaa penkakakakakmulangainissaiyaadangdikekenal sebagaimut diitapaidandiahaidan kee ikedan keidaini tradansportasi kakakakakmumkakakakakmum kakakakakmutsama bkakakakakmuat keerssaja bahkanh diidanaikeadan nantiifdainiyaa diemi profesionalgede rasaam yaang mereplyakea penkakakakakmulangainissaiyaadangdikekenal sebagaimuti miris ssajatertahkakakakakmuat,Negative
Sigromilir01,Sun May 12 14:41:03 +0000 2024,@__AnakKolong Rp.400T - diperlukan untuk bangun IKN. Proyektor ; janjikan kepentingan ambil bagian dari anggaran yg ada scr dibawah 5 tahunan 10 tahunan. Tidak mengenal oposisi., Rp400T  diperlukan untuk bangun IKN Proyektor  janjikan kepentingan ambil bagian dari anggaran yg ada scr dibawah 5 tahunan 10 tahunan Tidak mengenal oposisi,rpt diperlukan untuk bangun ikn proyektor janjikan kepentingan ambil bagian dari anggaran yg ada scr dibawah tahunan tahunan tidak mengenal oposisi,"['rpt', 'diperlukan', 'untuk', 'bangun', 'ikn', 'proyektor', 'janjikan', 'kepentingan', 'ambil', 'bagian', 'dari', 'anggaran', 'yg', 'ada', 'scr', 'dibawah', 'tahunan', 'tahunan', 'tidak', 'mengenal', 'oposisi']","['rpt', 'bangun', 'ikn', 'proyektor', 'janjikan', 'kepentingan', 'ambil', 'anggaran', 'yg', 'scr', 'dibawah', 'tahunan', 'tahunan', 'mengenal', 'oposisi']","['rpt', 'bangun', 'ikn', 'proyektor', 'janjikan', 'kepentingan', 'ambil', 'anggaran', 'yg', 'scr', 'dibawah', 'tahunan', 'tahunan', 'mengenal', 'oposisi']",dii__adanssaiyaadangakeokakakakakmkakakakakmssudtertawang rp 400t diiperlkakakakakmukeadan kakakakakmssudtertawantkakakakakmuke badangkakakakakmssudtertawan ikedan profesionalyaeketor ssajadanjikeadan keepedantidanjkakakakakmuragadan ambil bagiadan diari adatidakradan yaang adiaa diibawah 5 tahkakakakakmssudtertawanadan 10 tahkakakakakmssudtertawanadan tidissaiyaadanga medangedakenal oposisi,Negative
Indonesiaguyub,Sun May 12 14:40:22 +0000 2024,@kompascom Kelihatannya hanya Jokowi pada akhir masa jabatannya yg akan ngantor di IKN. Selanjutnya Wapres Gibran lah yg akan ngantor di IKN dengan segala kekurangsempurnaan fasilitasnya., Kelihatannya hanya Jokowi pada akhir masa jabatannya yg akan ngantor di IKN Selanjutnya Wapres Gibran lah yg akan ngantor di IKN dengan segala kekurangsempurnaan fasilitasnya,kelihatannya hanya jokowi pada akhir masa jabatannya yg akan ngantor di ikn selanjutnya wapres gibran lah yg akan ngantor di ikn dengan segala kekurangsempurnaan fasilitasnya,"['kelihatannya', 'hanya', 'jokowi', 'pada', 'akhir', 'masa', 'jabatannya', 'yg', 'akan', 'ngantor', 'di', 'ikn', 'selanjutnya', 'wapres', 'gibran', 'lah', 'yg', 'akan', 'ngantor', 'di', 'ikn', 'dengan', 'segala', 'kekurangsempurnaan', 'fasilitasnya']","['jokowi', 'jabatannya', 'yg', 'ngantor', 'ikn', 'wapres', 'gibran', 'yg', 'ngantor', 'ikn', 'kekurangsempurnaan', 'fasilitasnya']","['jokowi', 'jabatannya', 'yg', 'ngantor', 'ikn', 'wapres', 'gibran', 'yg', 'ngantor', 'ikn', 'kekurangsempurnaan', 'fasilitasnya']",diikeompascom keelitertahkakakakakmuatadatidakainiyaa tertahkakakakakmuadainiyaa jokeowi padiaa ssaiyaadangahair ssajabatadatidakainiyaa yaang ssaiyaadangaadan danjkakakakakmuragadantor dii ikedan selahdanjkakakakakmutadiainiyaa wapareplyas gibabarkakakakakmuadan lahh yaang ssaiyaadangaadan danjkakakakakmuragadantor dii ikedan diedanjkakakakakmuragadan segalah keesepertiakakakakmuradangsempkakakakakmurdanaadan fasilitasdainiyaa,Neutral
yaIIkn0wme,Sun May 12 14:40:13 +0000 2024,@ScamDetective5 bahahahahahaha, bahahahahahaha,bahahahahahaha,['bahahahahahaha'],['bahahahahahaha'],['bahahahahahaha'],diiscamdietective5 btertahkakakakakmuatertahkakakakakmuahtertahkakakakakmuatertahkakakakakmuatertahkakakakakmua,Neutral
